,sentence,emoji
22499,隔壁揭阳人看了都破大防 真的优美的潮汕话脱口而出,[泪]
22500,2019年的夏天 永远值得纪念,[抱一抱]
22501,做外婆宝女的确很幸福呀！不过做外婆宝女的本质还是妈宝女吧,[舔屏]
22502,广大市民，自觉遵守疫情防控要求，主动报告健康状况和旅行状况，做到早发现、早报告、早隔离、早治疗，共同抗疫！,[话筒]
22503,的确是有人很怕刘亦菲了，每天翻来覆去买一些给她拉仇恨的热搜。。刘自己都不怎么爱发微博宣传，怎么可能买热搜来黑自己……真的很烦内娱这种拉踩风气，看到别人出头了，对家团队就坐不住了开始各种黑……,[汗]
22504,好邻居早日康复呀,[赞]
22505,阿富汗人民表示赞成,[笑cry]
22506,啊啊啊啊强强联手这谁能不期待啊新歌gkdgkd,[泪]
22507,有创意,[good]
22508,电视剧莲花楼cy 恭喜莲花楼开机，初次见面啊李莲,[哇]
22509,希望今年数学别太难，去年的数学难死我了,[苦涩]
22510,我上班时间未免太早 今天8点多在吃食堂早餐的时候 望着外面乌泱泱的人 才想起原来是高考 隔壁盐道街是个考点 路上碰到老师一个个给学生发准考证 家长喂孩子巧克力送束向日葵 恍惚间回到了 想起来就难受还不如不想的当年 到底是什么魔力 让人十年后想起来都烦,[单身狗]
22511,强者不入爱河，共建美好中国🇨🇳！看预告燕子怼艾参谋有点开心。 （PS：李一桐很美很好，但这部剧咱就不组CP了，支持中国军人！）电视剧特战荣耀,[哈哈]
22512,隔日转头还不是一样买日货 抢日货,[二哈]
22513,我的评分： 预告很好看，看得出是个用心制作的剧集了，书已经看了很多遍，影视化以后的选角也都很贴脸，期待播出，期待谭松韵的宁檬总监🍋,[星星]
22514,马上咸鱼GL8座椅直接涨价,[允悲]
22515,还是那个翰翰，一往无前的蓝再见，期待新作品,[打call]
22516,哈哈哈哈哈真的好厉害 好有创意啊 心脏功能：小心脏扑通扑通 .,[送花花]
22517,原来这条都是海外IP[偷樂],[羞嗒嗒]
22518,我家小朋友想知道黑洞🈶多远 想知道黑洞里面有什么 …… 一万个为什么,[航天员]
22519,太看得起我们富平县了 揭幕战打冠军完全体edg 只希望希望憋气大赛冠军不要我们今年唯一的标签,[苦涩]
22520,…今年还能开学么,[晕]
22521,蛤？可是我们辅导员在没有告知学生的情况下在学信网填假的就业去向捏,[开学季]
22522,呜呜呜不要分手仙姬有我，我爱你,[泪]
22523,只能说真是钢,[赞]
22524,我初中挺感兴趣的，高中难到我的兴趣都没有了 网页链接,[泪]
22525,啊这啊这，没必要啊，女主干嘛喊一声啊？不符合人设啊，之前那么聪明果敢！！还有深入毒贩老窝，那么多警察都穿了防弹衣您就不能穿个防弹衣吗？啊？！cp又be了,[泪]
22526,好消息，这样可以更针对性细化防控措施！加油北京，早日清零！,[加油]
22527,好，都来我嘴里,[doge]
22528,无语子家长脑子不清楚，难道孩子也出门没带眼睛嘛，准考证发下来都不看自己考点的嘛，学校不是都会组织提前认考场嘛，要不要家长再背你上楼进考场呀每次高考简直刷新我对18岁孩子们的认识,[费解]
22529,杨超越孟子义主演的《说英雄谁是英雄》剧情引发争议…... 有网友说：用 qj来让女二号成长大可不必，于是，这部戏的导演李木戈深夜开始回复网友评论 已知：李木戈曾拍出过热门作品《东宫》《司藤》，这次…...是不是翻车了 而且，每次遇到这种戏份，请的男演员都一言难尽，真委屈孟姐了 ...全文,[二哈]
22530,批评教育我真是笑了 网页链接,[哼]
22531,最近网友好敢说。吓到我了。号不想要了。这是可以说的吗？,[允悲]
22532,,[亲亲]
22533,谭松韵 🍋 贴在公司的茶水间捡到一部手机，锁屏壁纸“不要怂就是干” 想要工作无压力，六字真言果然要牢记！小宁檬继续冲,[并不简单]
22534,给韦神充公交卡真朴实又可爱啊。,[允悲]
22535,我很摆烂 但是我们班的人真的很卷 汉语言专业 谁懂啊,[苦涩]
22536,每日祈祷五月解封，坚守了十几天，小区又有一例🐏了,[裂开]
22537,《 》宋修被许婕拿捏住了！宋修说许婕长得好看说话难听，结果被许婕反问一句，宋修就说不出话来了，这也太可爱了吧,[憧憬]
22538,闹了半天，这位女士不是“深圳国企书记的夫人”，只是深振业这位高管的女朋友？？？ 不做结婚登记，是为了更好地隐匿巨额财产？,[费解]
22539,百廿生快！ 那就浅发一张五年前和东大的合照吧 （是那时淳朴的小顾同学呀,[举手]
22540,冠军鼎应该属于辽宁了,[打call]
22541,支持！恶意如厕者建议追究刑事责任,[挤眼]
22542,这种蟑螂满天飞太恐怖了 网页链接,[允悲]
22543,下饭神剧,[666]
22544,好你个马赫雷斯看把场边的瓜迪奥拉急成啥样了 马赫雷斯3次破门良机2次射偏1次中柱场边的瓜帅已抓狂,[笑cry]
22545,嘿嘿嘿嘿嘿都要都要,[污]
22546,为了给广大考生营造一个，平稳、安静的考试环境。高考期间，佛山公安交警部门将对考点周边部分道路实施临时管制措施↓↓,[话筒]
22547,对总监期待值拉满～总监冲鸭～之前预约的时候对某剧还挺感兴趣的，现在瞬间下头，哎～可惜了可惜了,[太开心]
22548,真的能看出来导演和主创人员的用心，感谢主创们给我们带来这么好的剧，是一部值得追的国产剧,[鼓掌]
22549,谁不喜欢小作文啊何况是爸爸的,[泪]
22550,手动挡真的太难了，自动挡挺容易的 应该换一下二者可选,[允悲]
22551,我了个老天爷啊,[苦涩]
22552,要不通个快递？ 本在校大学生已经没有衣服穿了,[开学季]
22553,这样的案例并不少见，这意味着每个人随时都可能面临，熬夜不要持续性，而且适当的有氧运动（非剧烈运动），饭后慢走1.2个小时，心脏会感觉到很舒服哦,[报税]
22554,#浙江数学 边哭边写#不要吧,[泪]
22555,#重生之门 好人 当庄文杰忽闪着大眼睛长睫毛看人的时候，谁也不会觉得他是坏人吧，就算做了可疑的事情，一定会认为他是有难言之隐或者被人逼迫的。啊，腹黑装无辜真得是王俊凯才行,[抱一抱]
22556,有没有人第三针健康宝显示不出来的啊,[单身狗]
22557,点进微博就看到这个消息，内心是崩溃的，我正在看新剧啊！疫情赶快结束吧。大哥早日康复,[心]
22558,我靠我靠我靠 我边拔头发边看到了这条,[裂开]
22559,《长歌行》动作导演 发视频，澄清摔马争议，视频中显示摔下的并非真马，而是海绵制成的道具马。范一竹导演还在评论中表示“我们的马儿活蹦乱跳的，看着自己的海绵小马替落悬崖”。,[允悲]
22560,他好温柔,[单身狗]
22561,周深 [团宝] 期待节目开播，迫不及待的想看 撕名牌了 我还记得深深口播的时候立的flag,[心]
22562,致敬黑暗中的英雄，谢谢你们，还有国家对吸毒贩毒量刑再重一点，再重一点！好好保护缉毒警察跟他们的家人🙏,[给你小心心]
22563,最近的快乐都是 和 给的。给朕更到一百集，朕可以不睡觉,[彩虹屁]
22564,超萌小奶猫合集，快来吸猫 ！,[awsl]
22565,这次冬奥短道速滑有你解说让不懂规则的观众能马上看懂比赛，所以你的优秀值得让更多人看见,[赞]
22566,有这个精力和心思为女儿做手工，还听得进女儿的意见的爸爸，已经超过绝大数爸爸了,[鼓掌]
22567,记忆拉满 这是多少80.90后的回忆，掏出来的每一支都是夏天的欢喜 早安呀～青春山东 （大众日报）,[打call]
22568,好帅的兵哥哥一路走好 网页链接,[赞]
22569,强搬老仲夏夜特效是吧你自己看看这特效和主题搭吗你自己看看这做的好看吗骗钱能不能走点心啊垃圾游戏什么时候倒闭我真的烦了,[可爱]
22570,谁会拒绝吃饭的时候看一波甄嬛传呢每次眉姐姐死的时候我都要哭好长时间呜呜呜眉姐姐,[送花花]
22571,喜欢在巴西队的马儿，拥有无限开火权,[给你小心心]
22572,难道只有新疆吗，漂亮国真是其心可诛,[黑线]
22573,这一季终究是一期bjt也没有,[苦涩]
22574,刘雨昕日常惊喜基操 虽然但是！！我还是要夸一句 内娱有你这种爱豆真的了不起！！ 从专业能力到时尚水平到国内外人气 这哪是爱豆水平，这就是妥妥的大明星 就是说，这本杂志俺们国内的能拥有吗,[good]
22575,加油，所有的努力都会有收获的,[加油]
22576,怎么这么有永劫无间的味啊,[doge]
22577,车银优今晚的颁奖典礼鲨疯了 太帅了太帅了太帅了 真的好帅好帅好帅,[舔屏]
22578,稍微有点嗑到了,[哇]
22579,信息这么发达的今天，为什么还有人觉得北京高考录取分是低的?,[摊手]
22580,挺好奇，她母亲做了什么，让她大义灭亲,[哆啦A梦害怕]
22581,戳图收藏发射大事记↓↓ 中国航天，未来可期！ 转发点赞了不起的中国航天！ via~人民日报,[哇]
22582,你妈没有告诉你 380我看不起 本来今天好好的 巡演就错过 巡演就错过,[兔子]
22583,南通什么时候不再拒收我的快件到南通就给一脚踢回去，人家再寄他再踢啊！心碎一地……,[裂开]
22584,英雄，一路走好,[蜡烛]
22585,完了，这么多老婆， 我晚上接哪个下班才好呀， 好伤脑筋呀……,[可怜]
22586,来感受一下央视镜头下的鹿晗～ 各种怼脸镜头都能完美hold！ 谁看了不说一句绝,[awsl]
22587,肾12，我自掏腰包给她买的全新的,[单身狗]
22588,有病吧真刑,[费解]
22589,无语 老子经常去超市开饮料喝 又不是不给钱 上个鸟的热搜,[白眼]
22590,我朋友看了两局和我说血压高真不能看，我说我看了七局，心脏都要炸了。明天希望可以调整好状态好好打吧。冲冲冲,[怒骂]
22591,天啊法治社会物业这么猖狂？凌晨上门敲业主门收物业费，物业真牛叉，跟黑社会有什么区别,[哆啦A梦害怕]
22592,需要叠被子和连体能吗比较关心这个（女生能考的岗位）,[doge]
22593,皇马，我还停留在齐达内、菲戈、欧文、罗纳尔多、劳尔、卡洛斯、贝克汉姆的时代 菲戈太帅了,[哈哈]
22594,好可爱,[笑cry]
22595,卧槽，这是什么命定的缘分啊，请问我的真命天子在哪里呢？月老是不是忘记给我牵红线了,[允悲]
22596,我想当爸爸,[可爱]
22597,见义勇为——戴不戴墨镜口罩都一样帅！,[酷]
22598,我真是tm服了死🐎狗熊,[微笑]
22599,我也想rua子逸的脸,[赢牛奶]
22600,总是强调女子做了啥 男子高空抛物 请把性别也发下 这名男子，您可真有素质,[怒]
22601,该吃吃该喝喝没有任何影响，吃饱喝足看爱丁堡屌民抢菜。（封不封城跟你有鸡毛关系） 北京·海底捞火锅(金隅嘉品mall店),[爱你]
22602,赵继伟 还得是赵继伟呀,[哈哈]
22603,大概就是这个 和hm在天津的一家云南菜馆子吃的哈哈哈哈 酸酸辣辣 芋儿焖鸡 好好吃,[彩虹屁]
22604,知道我们封校学生为了食堂新开的烧烤能排队绕食堂两圈吗 真吧这群封校的馋疯了,[泪]
22605,冒着挂科的大学生给高三学霸们各种打气,[拜拜]
22606,毕赣学长新片《 地球最后的夜晚》发布定档预告，汤唯化身神秘女子，美艳不可方物，或许只有凯里杀手黄觉才有资格得到她的一个回眸，两人将会碰撞出怎样的火花呢？传妹搬好小板凳坐等上映啦~电影地球最后的夜晚的秒拍视频,[太开心]
22607,听说完结了？魔改了？be了？幸好我阻止了自己继续看第二季,[哆啦A梦害怕]
22608,好像也没什么特别的，差不多快十年了，不记得我考了多少分，也不记得那年的高考作文题目,[笑cry]
22609,左联：本手 俗手 妙手 和我的无从下手 右联：质数 复数 函数 和我的滥竽充数 横批：再来一年,[单身狗]
22610,最近没什么胃口，再好吃的菜也激不起什么食欲，增肥的路上困难重重！ 我就需要这样有灵魂的文案引导下，顺便助它出圈！,[汗]
22611,被这个影子惊艳到了，很好看，下次不要出来了,[允悲]
22612,好剧不该被埋没 不止李易峰自己的作品 希望我们国产剧的作品也一样 大家都能给出正确合理的分数 宣传一下 暗夜行者今晚大结局 ！！！ 剧情持续高能 绝对入股不亏 观望的朋友可以入手,[彩虹屁]
22613,一针一线，勤劳致富，用双手创造美好生活,[666]
22614,要有这个体验还需要一些复杂过程： 1、先有男友（最难的一个过程） 2、得有写论文的资格（有点扎心） 具备了1和2，还有两个扎心的事： 1、男友得有这个水平🙏 2、男友得愿意帮你改 然后，可以赤裸裸的秀恩爱，发表你的体验了,[允悲]
